基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
債券型海外債券ETF,富邦美國政府債券20年期以上基金,42519250,1.0,0.1,王素珍,女,東吳大學企管系,王素珍,7,-17.71,34.8,2020-10-01,2021-05-31
債券型海外債券ETF,富邦美國政府債券20年期以上基金,42519250,1.0,0.1,簡鈺蔓,女,台灣大學國際企業所碩士,簡鈺蔓,35,35.74,16.35,2017-10-31,2020-09-30
債券型海外債券ETF,富邦美國政府債券20年期以上基金,42519250,1.0,0.1,簡伯容,女,政治大學財務管理研究所碩士,簡伯容,5,-0.26,7.13,2017-05-31,2017-10-30
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,鍾郁婕,,國立政治大學金融學系碩士,鍾郁婕,5,2.66,7.94,2021-03-01,
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,林盈華,女,英國諾丁漢大學MBA,林盈華,12,-5.76,35.78,2020-02-07,2021-02-28
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,鄭立誠,男,國立中央大學財務管理學所碩士,鄭立誠,11,16.41,14.72,2019-03-11,2020-02-06
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,張家璇,,國家清華大學計量財務金融所碩士,張家璇,5,7.15,1.95,2018-10-15,2019-03-10
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,鄭立誠,男,國立中央大學財務管理學所碩士,鄭立誠,17,-0.35,1.05,2017-05-03,2018-10-14
債券型海外債券ETF,國泰彭博巴克萊20年期(以上)美國公債指數基金,42482726,1.0,0.17,游日傑,男,中央大學財務金融所碩士,游日傑,1,-1.86,0.44,2017-04-06,2017-05-02
債券型海外債券ETF,中國信託美國政府20年期以上債券ETF基金,75959067,1.0,0.07,張(王黎)尹,女,國立臺灣科技大學財務金融研究所,張(王黎)尹,27,10.25,55.19,2019-05-06,
債券型海外債券ETF,中國信託美國政府20年期以上債券ETF基金,75959067,1.0,0.07,張勝原,男,國立中央大學 財務金融所,張勝原,1,-0.05,4.26,2019-04-01,2019-05-05
債券型海外債券ETF,群益25年期以上美國政府債券ETF基金,73709430,2.0,0.09,李鈺涵,女,美國北卡羅來納大學夏洛特分校數理金融所碩士,李鈺涵,12,-18.56,35.97,2020-08-03,
債券型海外債券ETF,群益25年期以上美國政府債券ETF基金,73709430,2.0,0.09,張菁惠,女,國立中山大學財管所碩士,張菁惠,20,39.83,27.71,2018-12-05,2020-08-02
債券型海外債券ETF,復華美國20年期以上公債ETF基金,74424708,2.0,0.07,廖崇文,男,美國丹佛大學企管及財務雙碩士,廖崇文,31,15.77,75.61,2019-01-15,
債券型海外債券ETF,凱基10年期以上新興市場BBB美元主權債及類主權債券ETF基金,73658930,1.0,0.16,陳侑宣,,中央大學財務金融所碩士,陳侑宣,35,15.76,60.55,2018-09-11,
債券型海外債券ETF,凱基10年期以上新興市場BBB美元主權債及類主權債券ETF基金,73658930,1.0,0.16,郭修誠,,政治大學國際經營與貿易研究所碩士,郭修誠,0,-0.01,-2.45,2018-09-05,2018-09-10
債券型海外債券ETF,凱基10年期以上科技業公司債券ETF基金,73658988,1.0,0.16,郭修誠,,政治大學國際經營與貿易研究所碩士,郭修誠,25,4.11,60.47,2019-07-01,
債券型海外債券ETF,凱基10年期以上科技業公司債券ETF基金,73658988,1.0,0.16,李奇潭,男,逢甲大學財務金融所碩士,李奇潭,6,16.84,11.23,2018-12-11,2019-06-30
債券型海外債券ETF,凱基10年期以上科技業公司債券ETF基金,73658988,1.0,0.16,鄭翰紘,男,淡江大學財務金融所,鄭翰紘,3,-2.88,-10.05,2018-09-11,2018-12-10
債券型海外債券ETF,凱基10年期以上科技業公司債券ETF基金,73658988,1.0,0.16,郭修誠,,政治大學國際經營與貿易研究所碩士,郭修誠,0,-0.01,-2.45,2018-09-05,2018-09-10
債券型海外債券ETF,國泰15年期以上A等級科技產業債券基金,74719597,1.0,0.15,林盈華,女,英國諾丁漢大學MBA,林盈華,18,-4.22,46.56,2020-02-07,
債券型海外債券ETF,國泰15年期以上A等級科技產業債券基金,74719597,1.0,0.15,鄭立誠,男,國立中央大學財務管理學所碩士,鄭立誠,12,18.29,13.08,2019-02-25,2020-02-06
債券型海外債券ETF,永豐20年期以上美國公債ETF基金,76340774,2.0,0.09,林永祥,男,政治大學經濟系,林永祥,5,3.53,5.94,2021-03-15,
債券型海外債券ETF,永豐20年期以上美國公債ETF基金,76340774,2.0,0.09,張怡琳,女,國立中山大學財務管理研究所碩士,張怡琳,12,-21.29,67.27,2020-03-17,2021-03-14
債券型海外債券ETF,永豐20年期以上美國公債ETF基金,76340774,2.0,0.09,王建武,男,美國約翰霍普金斯大學財金系碩士,王建武,6,13.82,-10.8,2019-09-19,2020-03-16
債券型海外債券ETF做多型,元大美國政府20年期(以上)債券單日正向2倍基金,42461567,1.0,0.21,李政儒,男,國立中山大學 財務管理研究所,李政儒,19,1.61,42.41,2020-01-16,
債券型海外債券ETF做多型,元大美國政府20年期(以上)債券單日正向2倍基金,42461567,1.0,0.21,周宜縉,女,銘傳大學財務金融研究所,周宜縉,17,28.89,9.35,2018-08-01,2020-01-15
債券型海外債券ETF做多型,元大美國政府20年期(以上)債券單日正向2倍基金,42461567,1.0,0.21,張勝原,男,國立中央大學 財務金融所,張勝原,2,0.67,3.75,2018-05-01,2018-07-31
債券型海外債券ETF做多型,元大美國政府20年期(以上)債券單日正向2倍基金,42461567,1.0,0.21,李政儒,男,國立中山大學 財務管理研究所,李政儒,5,-8.55,-1.26,2017-11-01,2018-04-30
債券型海外債券ETF做多型,元大美國政府20年期(以上)債券單日正向2倍基金,42461567,1.0,0.21,周宜縉,女,銘傳大學財務金融研究所,周宜縉,9,2.88,15.49,2017-01-11,2017-10-31
債券型海外債券ETF做多型,國泰彭博巴克萊20年期(以上)美國公債指數單日正向2倍基金,42482747,1.0,0.21,蘇鼎宇,男,世新大學 財務金融所碩士,蘇鼎宇,16,-28.7,64.83,2020-04-16,
債券型海外債券ETF做多型,國泰彭博巴克萊20年期(以上)美國公債指數單日正向2倍基金,42482747,1.0,0.21,鄭立誠,男,國立中央大學財務管理學所碩士,鄭立誠,35,73.98,5.09,2017-05-03,2020-04-15
債券型海外債券ETF做多型,國泰彭博巴克萊20年期(以上)美國公債指數單日正向2倍基金,42482747,1.0,0.21,游日傑,男,中央大學財務金融所碩士,游日傑,1,-0.36,0.44,2017-04-06,2017-05-02
債券型海外債券ETF反向型,國泰彭博巴克萊20年期(以上)美國公債指數單日反向1倍基金,42482731,1.0,0.16,蘇鼎宇,男,世新大學 財務金融所碩士,蘇鼎宇,16,10.18,64.83,2020-04-16,
債券型海外債券ETF反向型,國泰彭博巴克萊20年期(以上)美國公債指數單日反向1倍基金,42482731,1.0,0.16,鄭凱允,男,政治大學財務金融所碩士,鄭凱允,15,-33.4,7.4,2019-01-02,2020-04-15
債券型海外債券ETF反向型,國泰彭博巴克萊20年期(以上)美國公債指數單日反向1倍基金,42482731,1.0,0.16,鄭立誠,男,國立中央大學財務管理學所碩士,鄭立誠,20,-3.71,-2.15,2017-05-03,2019-01-01
債券型海外債券ETF反向型,國泰彭博巴克萊20年期(以上)美國公債指數單日反向1倍基金,42482731,1.0,0.16,游日傑,男,中央大學財務金融所碩士,游日傑,1,-0.41,0.44,2017-04-06,2017-05-02
債券型海外債券ETF反向型,元大美國政府20年期(以上)債券單日反向1倍基金,42461588,1.0,0.16,陳柏彰,男,中央大學財務金融研究所,陳柏彰,5,-5.01,7.94,2021-03-01,
債券型海外債券ETF反向型,元大美國政府20年期(以上)債券單日反向1倍基金,42461588,1.0,0.16,周宜縉,女,銘傳大學財務金融研究所,周宜縉,30,-26.55,44.28,2018-08-01,2021-02-28
債券型海外債券ETF反向型,元大美國政府20年期(以上)債券單日反向1倍基金,42461588,1.0,0.16,張勝原,男,國立中央大學 財務金融所,張勝原,18,-3.92,18.32,2017-01-11,2018-07-31
債券型海外債券投資等級,國泰2025到期新興市場債券基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),76300219B,2.0,0.12,鄭易芸,女,國立東華大學國際經濟所碩士,鄭易芸,4,3.84,4.8,2021-04-01,
債券型海外債券投資等級,國泰2025到期新興市場債券基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),76300219B,2.0,0.12,彭木生,男,交通大學應用數學研究所碩士,彭木生,20,-0.67,51.71,2019-07-30,2021-03-31
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033G,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,4.77,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033G,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.49,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033H,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,4.77,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033H,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.49,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-N2累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935R,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,8.78,35.54,2020-10-06,
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-ND月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935T,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,8.28,35.54,2020-10-06,
債券型海外債券投資等級,柏瑞全球策略量化債券基金B月配息(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061U,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,2.97,-0.6,2021-04-20,
債券型海外債券投資等級,柏瑞全球策略量化債券基金N月配息(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061V,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,2.97,-0.6,2021-04-20,
債券型海外債券投資等級,凱基2025到期優先順位新興市場債券基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),76317648E,3.0,0.12,何立凱,,政治大學國貿所,何立凱,22,2.95,54.97,2019-10-15,
債券型海外債券投資等級,凱基2025到期優先順位新興市場債券基金B配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),76317648F,3.0,0.12,何立凱,,政治大學國貿所,何立凱,22,3.07,54.97,2019-10-15,
債券型海外債券投資等級,柏瑞全球策略量化債券基金B月配息(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061H,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,2.61,-0.6,2021-04-20,
債券型海外債券投資等級,柏瑞全球策略量化債券基金N月配息(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061I,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,2.61,-0.6,2021-04-20,
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398C,3.0,0.12,謝秀瑛,女,淡江大學 財務金融研究所碩士,謝秀瑛,11,0.55,36.76,2020-09-01,
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398C,3.0,0.12,吳立渝,,國立政治大學國際經營與貿易系研究所,吳立渝,4,0.88,24.43,2020-04-10,2020-08-31
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398C,3.0,0.12,黃詩紋,女,淡江大學管理科學研究所碩士,黃詩紋,6,-7.07,-8.93,2019-10-15,2020-04-09
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398D,3.0,0.12,謝秀瑛,女,淡江大學 財務金融研究所碩士,謝秀瑛,11,0.42,36.76,2020-09-01,
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398D,3.0,0.12,吳立渝,,國立政治大學國際經營與貿易系研究所,吳立渝,4,2.27,24.43,2020-04-10,2020-08-31
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398D,3.0,0.12,黃詩紋,女,淡江大學管理科學研究所碩士,黃詩紋,6,-7.07,-8.93,2019-10-15,2020-04-09
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027Q,5.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,4.59,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027Q,5.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.62,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027Q,5.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,5.1,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027S,3.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,4.59,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027S,3.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.62,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027S,3.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,5.1,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-AD月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935S,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,7.79,35.54,2020-10-06,
債券型海外債券投資等級,路博邁優質企業債券基金N月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027T,3.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,4.61,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金N月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027T,3.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.53,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金N月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027T,3.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,5.17,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,路博邁優質企業債券基金T月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027R,5.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,4.61,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金T月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027R,5.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.53,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金T月配型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027R,5.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,5.17,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,群益全球策略收益金融債券基金NA累積型(人民幣)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835K,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,10.16,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金NB月配型(人民幣)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835L,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,10.17,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金B月配型(人民幣)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835J,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,10.17,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金A累積型(人民幣)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835I,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,10.16,56.3,2019-10-08,
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-A2累積型(南非幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935Q,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,7.68,35.54,2020-10-06,
債券型海外債券投資等級,聯邦2023年到期全球ESG優質債券基金-B季配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88112682D,3.0,0.12,延任,,私立輔仁大學管理學院金融與國際企業學系,延任,9,2.28,24.08,2020-11-23,
債券型海外債券投資等級,瑞銀優質精選收益基金-A不配息(南非幣),77652845G,3.0,0.26,鍾君長,,國立中山大學經濟學研究所碩士,鍾君長,15,10.85,59.22,2020-05-15,
債券型海外債券投資等級,聯邦2023年到期全球ESG優質債券基金-A不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88112682C,3.0,0.12,延任,,私立輔仁大學管理學院金融與國際企業學系,延任,9,2.27,24.08,2020-11-23,
債券型海外債券投資等級,瑞銀優質精選收益基金-NB月配息(人民幣)(本基金之配息來源可能為本金),77652845K,3.0,0.26,鍾君長,,國立中山大學經濟學研究所碩士,鍾君長,7,2.25,13.75,2021-01-29,
債券型海外債券投資等級,國泰2025到期新興市場債券基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),76300219A,2.0,0.12,鄭易芸,女,國立東華大學國際經濟所碩士,鄭易芸,4,2.42,4.8,2021-04-01,
債券型海外債券投資等級,國泰2025到期新興市場債券基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),76300219A,2.0,0.12,彭木生,男,交通大學應用數學研究所碩士,彭木生,20,3.01,51.71,2019-07-30,2021-03-31
債券型海外債券投資等級,宏利中國離岸債券基金-B季配息(人民幣)(本基金之配息來源可能為本金),26389097D,1.5,0.17,陳培倫,女,國立台北大學 合作經濟學系碩士,陳培倫,99,26.3,108.68,2013-05-15,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(美元避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033E,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,1.84,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(美元避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033E,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.52,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(美元避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033F,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,1.83,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(美元避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033F,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.52,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,德銀遠東2024年到期新興市場債券基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),73636351B,2.0,0.12,潘秀慧,女,銘傳大學 財務金融所碩士,潘秀慧,34,22.57,58.51,2018-10-03,
債券型海外債券投資等級,第一金四年到期新興市場投資級債券基金A不配息(南非幣)(本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),77813048G,4.0,0.12,張欣瑜,女,輔仁大學金融與國際企業學系碩士,張欣瑜,15,3.62,57.37,2020-05-29,
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487G,3.0,0.13,鄭宇君,男,臺灣大學財務金融系碩士,鄭宇君,0,0.23,-0.16,2021-08-01,
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487G,3.0,0.13,許(豐弟)勻,女,淡江大學財務金融碩士,許(豐弟)勻,10,5.46,34.87,2020-09-14,2021-07-31
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033C,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,-0.09,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-累積型(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033C,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.17,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033D,3.0,0.2,李艾倫,,紐約市立大學Baruch College工商管理碩士,李艾倫,25,-0.09,59.8,2019-07-05,
債券型海外債券投資等級,安本標準澳洲優選債券收益基金-月配型(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),75972033D,3.0,0.2,傅肇弘(Luke Fu),男,台灣政治大學科技管理研究所,傅肇弘(Luke Fu),2,1.17,4.6,2019-05-29,2019-07-04
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-季配息型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487H,3.0,0.13,鄭宇君,男,臺灣大學財務金融系碩士,鄭宇君,0,0.23,-0.16,2021-08-01,
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-季配息型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487H,3.0,0.13,許(豐弟)勻,女,淡江大學財務金融碩士,許(豐弟)勻,10,5.46,34.87,2020-09-14,2021-07-31
債券型海外債券投資等級,野村五年階梯到期新興市場債券基金-季配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),72967769F,2.5,0.12,林詩孟,男,東吳大學國際貿易所,林詩孟,37,12.91,57.52,2018-07-20,
債券型海外債券投資等級,凱基2024到期新興市場債券基金(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),72974804B,3.0,0.12,劉書銘,男,中山大學經研所碩士,劉書銘,35,18.11,57.06,2018-09-03,
債券型海外債券投資等級,宏利中國離岸債券基金-A不配息(人民幣),26389097C,1.5,0.17,陳培倫,女,國立台北大學 合作經濟學系碩士,陳培倫,99,35.47,108.68,2013-05-15,
債券型海外債券投資等級,野村五年階梯到期新興市場債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),72967769E,2.5,0.12,林詩孟,男,東吳大學國際貿易所,林詩孟,37,12.98,57.52,2018-07-20,
債券型海外債券投資等級,景順2023到期優質新興債券基金(南非幣)(本基金有相當比重投資於非投資等級之高風險債券),76300442B,4.0,0.12,曾任平,,美國Arizona大學財務管理碩士,曾任平,20,8.01,48.32,2019-12-09,
債券型海外債券投資等級,景順2023到期優質新興債券基金(南非幣)(本基金有相當比重投資於非投資等級之高風險債券),76300442B,4.0,0.12,馬澤亞,女,輔仁大學金融研究所碩士,馬澤亞,6,2.95,7.46,2019-06-21,2019-12-08
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-ND月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935L,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,6.72,35.54,2020-10-06,
債券型海外債券投資等級,復華全球短期收益基金(台幣),25590496A,1.5,0.14,吳易欣,男,"政治大學經濟系
政治大學金融研究所",吳易欣,147,25.46,161.99,2009-05-07,
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-A2累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935I,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,6.71,35.54,2020-10-06,
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-AD月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935K,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,6.73,35.54,2020-10-06,
債券型海外債券投資等級,野村全球短期收益基金(人民幣),42382347C,2.0,0.12,林詩孟,男,東吳大學國際貿易所,林詩孟,36,18.01,55.16,2018-08-01,
債券型海外債券投資等級,鋒裕匯理美元核心收益債券基金-N2累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88099935J,3.0,0.26,曾咨瑋,男,美國德州大學達拉斯分校 管理科學碩士,曾咨瑋,10,6.51,35.54,2020-10-06,
債券型海外債券投資等級,復華南非幣短期收益基金A不配息,31901878A,3.0,0.16,吳宜潔,,"清華大學計量財務金融系
臺灣大學財務金融研究所
美國德州農工大學財務金融研究所",吳宜潔,59,40.27,92.6,2016-09-14,
債券型海外債券投資等級,復華南非幣短期收益基金A不配息,31901878A,3.0,0.16,汪誠一,男,"中央大學 企業管理學系
中央大學 企業管理研究所",汪誠一,1,0.5,-2.29,2016-08-09,2016-09-13
債券型海外債券投資等級,復華南非幣短期收益基金A不配息,31901878A,3.0,0.16,薛志賢,男,台灣大學工商管理學系加拿大多倫多大學企業管理研究所,薛志賢,8,5.21,9.97,2015-12-01,2016-08-08
